id;year;clmhrs;prjhrs;;AE;AP;INP;LB;NM;OS;PD;PH
464;2022;145;19;;59;149;52;1925;57;1426;2783;4677
465;2022;137;42;;59;154;52;2001;68;1494;2555;3832
466;2022;138;55;;46;148;83;1943;110;1559;2499;4179
467;2022;163;17;;49;172;42;1985;90;1412;1346;3769
468;2022;167;32;;61;173;80;2021;75;1716;3063;3884
469;2022;142;19;;47;159;45;1914;108;2164;1808;4617
470;2022;158;41;;48;136;80;1923;138;1368;2326;4553
471;2022;143;42;;65;144;70;1874;88;1771;1743;4034
472;2022;142;43;;48;155;75;2030;73;1470;1851;4195
473;2022;146;39;;61;168;83;1660;101;1205;2359;4194
474;2022;161;54;;44;149;70;1975;66;1468;1844;4331
475;2022;152;17;;52;170;43;1966;136;1665;1511;3742
476;2022;153;28;;58;156;81;2024;138;1650;1241;4783
477;2022;168;15;;57;148;44;1857;60;1911;1782;3679
478;2022;154;35;;70;149;77;1953;149;1221;2660;4299
479;2022;143;46;;59;140;49;1874;80;2234;3005;4626
480;2022;148;35;;59;159;53;1752;52;1755;2164;4772
481;2022;151;44;;60;165;57;2073;134;1938;2259;4568
482;2022;160;29;;69;139;54;1982;142;2004;1793;3938
483;2022;143;45;;69;141;40;1698;140;2095;2924;4514
484;2022;157;42;;70;131;53;1971;70;1469;2312;4735
485;2022;135;50;;40;146;53;1945;97;1922;1992;3852
486;2022;136;24;;70;179;44;1751;146;1971;2912;4057
487;2022;168;13;;53;154;48;1951;113;1501;1832;4501
488;2022;156;47;;52;179;75;1908;102;1512;2429;4312
489;2022;164;45;;63;163;53;2032;115;2075;2698;4560
490;2022;135;30;;70;132;57;1745;76;1551;2922;4261
491;2022;165;38;;41;159;49;1819;96;1457;1923;3724
492;2022;151;14;;55;155;53;1928;95;1407;1734;4222
493;2022;164;48;;59;171;75;1960;143;1656;2522;3946
494;2022;157;16;;60;163;50;2087;52;1250;2925;4381
495;2022;144;25;;69;175;78;1726;125;1272;2408;4187
496;2022;165;11;;68;156;54;1879;122;1543;1777;3660
497;2022;156;27;;64;180;85;1793;116;1308;1788;3870
498;2022;162;17;;69;164;71;1704;96;2179;2994;4604
499;2022;151;29;;69;176;43;1921;65;1377;1750;3805
500;2022;137;18;;62;156;79;1904;52;1331;2516;3830
501;2022;157;26;;60;132;73;2087;87;1868;2889;4070
502;2022;161;38;;52;135;52;2076;72;1376;2157;4616
503;2022;155;10;;54;151;45;1951;102;1709;1394;4247
504;2022;146;52;;53;149;48;1907;87;1678;2754;3792
505;2022;158;11;;46;178;81;2073;139;1604;2181;4447
506;2022;136;24;;44;179;63;1936;90;1357;2145;3761
507;2022;137;47;;65;136;54;1888;61;1464;1823;4246
508;2022;140;36;;41;162;48;1897;95;2193;1879;3646
509;2022;156;53;;45;138;53;1721;150;2295;2616;4754
510;2022;141;43;;49;166;64;1819;108;1388;1824;4501
511;2022;167;43;;54;147;85;1796;63;2191;2394;3769
512;2022;152;44;;44;178;52;2088;61;2185;1639;4056
513;2022;150;47;;51;168;55;1673;127;1310;1373;4392
514;2022;136;38;;54;170;70;1980;76;1626;2641;4715
515;2022;163;33;;51;178;56;1894;54;1221;2453;3797
516;2022;154;16;;63;180;76;1857;91;1984;2432;4010
517;2022;145;15;;49;178;82;1764;140;2299;2326;3878
518;2022;167;53;;48;130;69;1800;55;1338;2237;4544
519;2022;163;26;;63;133;58;1909;132;2188;2107;4716
520;2022;145;52;;44;146;84;2074;142;2161;1511;4517
521;2022;145;35;;65;165;84;1760;110;1283;1948;4072
522;2022;146;45;;41;164;78;1972;95;1724;2972;4359
523;2022;166;47;;49;169;66;1788;144;1802;1857;3780
524;2022;160;41;;63;165;72;1654;140;1909;2802;3952
525;2022;146;11;;56;154;55;1721;96;1971;1593;4219
526;2022;140;17;;53;172;84;1921;146;1949;2037;4333
527;2022;152;21;;62;152;60;1782;83;2018;1901;4568
528;2022;148;24;;64;178;63;2064;63;2105;2212;4401
529;2022;149;49;;54;179;60;2053;74;1875;1327;4384
530;2022;143;51;;64;176;40;1953;126;1903;2788;3838
531;2022;142;30;;44;139;54;2049;137;1733;1393;3883
532;2022;158;40;;41;155;72;1787;125;1398;1734;4003
533;2022;144;37;;67;145;77;2047;116;1441;3146;4784
534;2022;140;47;;64;156;40;1702;119;2159;1771;3617
535;2022;146;21;;46;148;43;1926;58;1573;2627;4074
536;2022;148;45;;56;180;51;1747;83;1645;2672;4084
537;2022;146;17;;58;144;79;2039;72;1427;2927;3653
538;2022;157;24;;51;171;42;1960;107;1920;2725;3638
539;2022;139;54;;42;148;85;1952;127;1809;1942;4751
540;2022;147;43;;65;162;72;1987;50;1516;1870;3641
541;2022;164;15;;52;132;46;1746;103;2194;1714;4394
542;2022;161;37;;62;146;63;1675;114;1885;2764;4424
543;2022;156;27;;43;155;82;2049;131;1887;2873;3960
544;2022;156;47;;67;155;65;1732;124;1606;1275;4479
545;2022;156;44;;42;172;63;1890;134;2278;2124;3916
546;2022;140;33;;60;150;60;1877;122;1983;3159;4498
547;2022;152;39;;48;152;83;1847;128;1706;2388;4328
548;2022;156;22;;43;177;58;1930;146;1887;2696;4223
549;2022;136;52;;50;153;77;1767;62;1436;1625;4199
550;2022;156;39;;44;149;52;1920;97;2048;1886;4628
551;2022;139;52;;54;133;43;1700;132;1695;1962;4452
552;2022;149;52;;68;160;49;1973;70;1589;1986;3662
553;2022;158;25;;50;143;65;1686;78;2257;2687;3926
554;2022;160;29;;56;169;49;1921;70;2187;2365;4382
555;2022;140;26;;55;164;73;2057;76;1536;1221;4330
556;2022;157;13;;57;170;44;1828;128;1588;2871;3622
557;2022;147;55;;69;143;82;1927;119;1806;1423;4149
558;2022;140;36;;69;135;55;1899;98;1563;2383;4353
559;2022;150;17;;52;159;46;1743;72;1777;3018;3761
560;2022;144;28;;40;130;55;1686;140;1388;1216;4436
561;2022;151;44;;57;147;81;1885;120;1335;2456;4250
562;2022;160;13;;56;134;84;1992;110;1472;2292;4221
563;2022;151;18;;61;164;50;2096;99;1807;2790;4497
564;2022;138;40;;64;148;81;1735;80;1772;3190;4576
565;2022;157;25;;63;176;59;1939;104;1829;2758;4471
566;2022;166;32;;44;145;65;1659;75;2002;2056;4631
567;2022;167;18;;61;130;67;1903;149;1873;1299;4146
568;2022;159;37;;65;132;77;2047;126;1518;2447;4502
569;2022;167;31;;60;141;81;1787;115;1868;3200;3714
570;2022;156;13;;61;145;80;2055;128;1227;2757;4493
571;2022;146;28;;40;165;80;1655;140;1962;1794;4272
572;2022;155;38;;44;180;53;1737;113;1701;1427;4544
573;2022;147;22;;55;152;85;1907;96;2233;3099;4399
574;2022;147;18;;60;154;46;2094;51;2240;2644;3794
575;2022;138;44;;48;163;50;2070;78;1731;3152;4019
576;2022;138;14;;65;176;70;1762;109;1704;2682;4449
577;2022;162;31;;46;175;60;2058;126;1401;1299;4621
578;2022;145;47;;68;167;78;1914;143;1520;1694;3680
579;2022;147;38;;63;160;67;1877;149;1737;1322;4466
580;2022;142;46;;54;163;46;1922;85;2109;2740;3847
581;2022;147;17;;52;156;42;1964;136;2017;2662;4067
582;2022;153;21;;45;130;57;2092;57;1873;2124;3722
583;2022;165;51;;42;153;83;1711;134;1394;3033;4061
584;2022;160;17;;60;174;56;1837;58;1469;3116;3920
585;2022;143;26;;42;161;41;2030;65;1689;3149;4476
586;2022;144;55;;43;156;50;1999;84;1716;1999;3684
587;2022;146;33;;51;167;52;2058;90;1273;2231;4022
588;2022;142;16;;55;153;43;2052;89;1400;1766;4314
589;2022;153;32;;51;161;46;2086;57;2283;1830;4621
590;2022;137;31;;59;156;58;1845;139;2055;2913;3920
591;2022;167;34;;61;142;70;1916;74;1210;1971;4405
592;2022;143;29;;51;144;54;1659;134;1341;1807;4648
593;2022;159;29;;68;180;46;1665;143;2007;2065;4382
594;2022;139;51;;53;174;82;1674;100;2099;2963;4685
595;2022;135;22;;64;146;45;1843;67;1457;1307;4111
596;2022;143;32;;63;172;52;1854;125;2298;1744;4368
597;2022;147;26;;46;178;81;1755;98;1389;2404;3738
598;2022;159;24;;69;149;54;1961;73;1905;3193;4627
599;2022;166;28;;69;170;82;1757;126;2126;2971;3874
600;2022;148;54;;48;159;57;2086;120;1441;3073;4522
601;2022;156;28;;69;138;51;1776;88;1588;1814;4038
602;2022;163;13;;62;179;52;1946;126;1845;2903;3976
603;2022;166;20;;63;131;77;1837;71;1760;2464;4182
604;2022;168;26;;57;170;48;1905;103;2031;2399;4059
605;2022;137;49;;47;143;43;1715;86;1705;2854;4205
606;2022;155;27;;41;150;40;1761;56;1318;1867;4395
607;2022;145;36;;42;151;56;1859;139;1914;1420;4013
608;2022;143;53;;66;152;43;1781;150;1716;2889;4393
609;2022;157;31;;41;139;53;1988;138;1571;2895;4339
610;2022;159;26;;49;173;45;1858;54;1203;1934;4577
611;2022;167;44;;65;170;80;1870;54;1366;2214;4512
612;2022;161;42;;48;169;60;1788;106;1369;3166;4277
613;2022;160;39;;51;137;69;1784;66;1616;2126;4433
614;2022;167;21;;41;151;47;2025;146;2242;2019;4361
615;2022;144;20;;48;169;57;2072;94;1828;2531;4725
616;2022;152;53;;61;142;75;2009;98;2040;2270;4085
617;2022;139;53;;56;176;51;2045;123;2086;2136;4158
618;2022;156;32;;69;180;83;1749;132;1907;1918;4412
619;2022;140;33;;62;162;78;1753;86;1529;1327;3712
620;2022;147;25;;44;136;53;1798;146;1608;3081;4071
621;2022;143;53;;70;167;46;1657;54;1325;1927;4397
622;2022;164;31;;67;152;56;1761;143;1894;1896;4175
623;2022;150;12;;60;148;49;1805;133;2058;2119;4742
624;2022;138;55;;50;173;42;1815;145;1823;1800;3933
625;2022;163;19;;53;137;62;1721;55;2028;2154;3800
626;2022;136;38;;62;153;48;1683;146;1671;2172;4074
627;2022;143;24;;63;130;63;1678;131;2219;2185;3936
628;2022;165;51;;40;156;52;1855;80;1785;2911;3835
629;2022;166;23;;47;165;57;1856;88;1768;2449;3990
630;2022;161;11;;44;166;43;1701;61;1643;2450;3734
631;2022;158;28;;70;147;41;1839;94;1362;2103;4338
632;2022;145;53;;61;156;48;2009;115;2213;1801;4252
633;2022;149;31;;66;167;50;1897;143;1637;1639;4613
634;2022;157;48;;49;148;47;1759;141;1422;2424;4040
635;2022;146;40;;50;159;42;2005;85;1992;2710;3633
636;2022;153;20;;55;163;80;1854;102;2076;2037;3695
637;2022;149;37;;41;143;40;1737;69;1230;1554;3906
638;2022;164;15;;53;165;63;1747;119;1978;1664;3719
639;2022;142;34;;58;159;75;1848;87;1220;2907;3834
640;2022;157;22;;43;138;66;1736;79;1903;1810;4225
641;2022;164;21;;69;173;55;2001;90;1655;3017;4332
642;2022;135;41;;51;140;59;1671;124;2017;1947;4171
643;2022;157;32;;61;130;56;1709;130;1407;1845;4638
644;2022;155;34;;64;176;43;1669;127;2293;2469;3716
645;2022;147;29;;45;174;84;1983;135;1919;2825;3952
646;2022;165;19;;61;158;47;1968;58;1659;1424;4047
647;2022;142;52;;56;133;85;1883;52;1646;2348;3654
648;2022;146;35;;64;152;68;1654;57;1992;1799;4379
649;2022;163;55;;68;156;43;1723;62;1988;2903;3674
650;2022;151;26;;52;175;48;2026;84;1642;2291;3878
651;2022;153;17;;59;176;62;1900;89;2155;1720;4343
652;2022;151;32;;50;142;78;1784;124;2113;1678;4479
653;2022;165;46;;63;160;72;1786;108;1727;1881;4213
654;2022;164;30;;51;142;79;1970;149;1469;2916;3956
655;2022;163;10;;52;160;74;1959;96;2237;3171;4335
656;2022;154;11;;50;157;40;1760;51;1725;1306;4438
657;2022;166;28;;66;155;68;2000;117;2141;1476;3924
658;2022;166;55;;69;136;62;1874;78;2228;1289;4570
659;2022;146;31;;52;170;58;2091;130;1897;2791;4527
660;2022;167;43;;60;175;75;1698;68;1730;1827;3983
661;2022;162;13;;54;164;44;1954;64;2271;1956;4558
662;2022;164;27;;58;156;73;1972;64;1395;2158;3699
663;2022;158;46;;53;179;71;2035;115;1639;1709;4273
664;2022;143;49;;48;145;40;2039;56;1704;1439;4361
665;2022;148;54;;67;148;65;1909;100;1820;1873;4770
666;2022;161;12;;68;169;44;1962;134;1667;1231;3778
667;2022;138;21;;60;147;60;1792;76;1404;2313;4260
668;2022;144;37;;69;154;62;1697;62;1326;2145;4254
669;2022;147;42;;70;174;84;1689;72;2062;1596;4120
670;2022;139;26;;64;151;60;2050;126;1918;2268;4223
671;2022;135;13;;42;157;74;1842;132;1884;2222;3810
672;2022;143;48;;51;143;55;1661;89;2196;1822;4263
673;2022;158;23;;70;159;63;1938;122;1399;3064;4406
674;2022;158;35;;44;132;51;1842;114;1236;3172;3997
675;2022;165;36;;47;164;48;1709;63;2070;2153;4098
676;2022;163;32;;42;163;81;1961;128;1414;3194;4136
677;2022;157;29;;66;144;72;1815;53;1983;1707;4138
678;2022;140;17;;55;141;50;1932;100;1842;2195;4576
679;2022;165;32;;70;176;81;2091;103;2274;2963;3673
680;2022;141;17;;47;135;77;1784;115;2012;1364;3656
681;2022;165;53;;46;176;68;1930;141;2081;2482;3805
682;2022;155;38;;55;136;48;1884;141;1994;1293;3662
683;2022;147;51;;53;167;56;1773;85;1236;2351;4747
684;2022;156;45;;48;157;46;2064;64;1444;1373;4063
685;2022;145;30;;67;141;77;1962;145;1390;2360;4668
686;2022;146;47;;60;131;61;1686;101;2060;2958;4569
687;2022;141;34;;48;170;47;1839;63;1648;1944;4486
688;2022;142;24;;70;135;50;2051;115;2264;1956;3631
689;2022;158;30;;65;180;75;1759;81;1506;2070;3885
690;2022;157;48;;48;134;63;1842;56;1660;2530;4784
691;2022;162;39;;60;150;48;1755;56;1434;2297;4784
692;2022;143;25;;70;134;50;1810;146;1411;1680;4186
693;2022;154;26;;48;149;51;1726;147;1951;2002;4478
694;2022;157;36;;46;145;79;1808;140;2295;3138;4320
695;2022;158;44;;64;169;42;2073;56;1350;1620;3936
696;2022;142;13;;61;163;82;1753;135;1322;1840;4548
697;2022;161;54;;46;150;58;2094;148;1747;2010;4621
698;2022;160;44;;49;138;84;1968;96;1580;2905;4160
699;2022;147;31;;56;175;80;1821;76;1693;2366;4417
700;2022;154;14;;40;180;68;1839;72;1419;2379;4181
701;2022;144;32;;49;152;45;1692;142;1859;1966;4645
702;2022;137;48;;43;174;41;1803;82;1407;2436;4426
703;2022;161;36;;59;131;53;2009;112;2286;2660;4471
704;2022;167;23;;47;157;78;1776;136;1298;1847;4644
705;2022;149;23;;51;169;44;1747;145;2227;3011;4283
706;2022;156;52;;45;131;81;1858;94;2178;2494;4774
707;2022;135;15;;65;155;53;1715;122;1733;1860;3822
708;2022;139;27;;45;166;70;1784;50;1508;1782;4588
709;2022;168;17;;66;150;78;1903;144;2049;2289;4384
710;2022;139;39;;65;157;77;1774;130;1468;2595;4352
711;2022;153;20;;56;169;81;1898;86;1887;1498;4676
712;2022;148;45;;55;177;57;1696;75;1361;2607;3781
713;2022;162;43;;40;134;42;1824;67;2072;2169;3600
714;2022;137;29;;65;159;66;1798;144;1444;2533;3901
715;2022;166;16;;40;171;66;1718;130;1920;2425;3891
716;2022;167;23;;43;147;49;1751;143;1493;2731;4476
717;2022;142;55;;65;162;72;1652;106;2021;1880;3772
718;2022;164;18;;55;163;66;1998;63;1852;2968;4440
719;2022;166;37;;65;134;75;1940;54;2176;3080;4593
720;2022;146;44;;41;132;42;1747;97;1290;2899;4414
721;2022;136;25;;63;162;63;2081;94;2039;1776;4222
722;2022;162;42;;66;163;70;1949;56;1235;3160;4719
723;2022;150;43;;67;177;84;2064;132;2217;2478;4781
724;2022;137;19;;53;172;85;1712;146;1320;1588;4313
725;2022;136;13;;48;160;83;1798;74;1776;1796;4552
726;2022;165;26;;44;166;44;1832;60;1379;2705;4724
727;2022;136;30;;49;180;58;1695;94;2167;1358;3856
728;2022;164;40;;68;132;42;1742;90;2092;3021;3749
729;2022;147;15;;62;156;81;1903;148;2256;1774;4793
730;2022;142;49;;67;137;85;1862;95;1711;2796;4133
731;2022;152;41;;64;145;70;2070;138;1801;2736;3937
732;2022;136;11;;58;155;49;1786;97;1302;2880;4074
733;2022;137;11;;69;180;57;2074;68;1229;1337;3726
734;2022;158;41;;68;139;76;1822;109;2217;1459;3846
735;2022;161;47;;69;130;75;2056;109;1731;1734;4093
736;2022;168;18;;53;177;63;2070;149;1399;2749;4040
737;2022;157;19;;62;132;57;2013;143;1524;2848;4497
738;2022;141;41;;41;132;62;1778;105;2185;2305;4322
739;2022;145;36;;69;177;46;1958;135;1668;2150;4658
740;2022;155;50;;47;176;57;1884;85;1659;2762;3870
741;2022;146;18;;70;133;78;1710;63;1288;2840;3821
742;2022;135;16;;56;135;42;1809;133;1881;2981;4007
743;2022;160;52;;45;166;57;1844;101;2157;2679;4707
744;2022;137;50;;55;151;84;1682;83;2072;2253;3648
745;2022;161;18;;61;144;69;1672;141;1637;3162;3862
746;2022;161;35;;52;173;70;2061;113;1680;2805;4301
747;2022;136;18;;49;130;72;1771;129;2051;1784;3778
748;2022;143;36;;47;138;78;1777;110;1867;2269;3677
749;2022;166;19;;59;155;43;1918;90;1470;1481;4050
750;2022;167;37;;48;145;83;1983;148;1469;2001;4053
751;2022;166;16;;59;149;83;1697;123;2170;1385;4551
752;2022;165;12;;67;179;71;1831;98;1539;3007;4412
753;2022;147;18;;54;172;41;1670;138;2101;3114;4212
754;2022;143;29;;55;162;40;1686;144;1424;1427;3779
755;2022;137;46;;57;168;66;2037;97;2234;2659;4756
756;2022;164;22;;69;162;81;1744;115;2022;1239;4044
757;2022;136;38;;59;160;75;1828;98;1243;1883;4399
758;2022;153;29;;70;174;58;1683;140;1334;1318;4660
759;2022;162;19;;50;134;73;1923;124;2255;1235;4709
760;2022;161;27;;55;147;73;1752;112;1735;1961;3830
761;2022;156;21;;51;164;55;2055;53;1518;1330;4735
762;2022;152;34;;44;153;44;2030;52;1424;1467;4770
763;2022;141;35;;42;143;83;1798;144;1387;2830;4741
764;2022;141;39;;53;176;43;1892;138;1626;1724;3775
765;2022;149;36;;45;138;43;1715;98;2099;1840;3786
766;2022;141;16;;69;173;71;2005;130;1698;2030;4303
767;2022;163;50;;56;147;61;1905;123;1418;2553;4364
768;2022;166;22;;50;131;79;2028;67;1219;1369;4439
769;2022;155;11;;55;174;60;1674;66;2023;1362;4384
770;2022;161;43;;64;151;54;1715;111;1680;2084;4091
771;2022;154;34;;52;165;80;1743;86;1620;2999;3981
772;2022;149;51;;66;143;85;2018;77;1712;1437;4601
773;2022;156;51;;42;179;79;2005;96;1716;2130;3901
774;2022;165;41;;53;135;52;1921;91;1841;3140;4573
775;2022;162;46;;46;163;46;1930;127;1254;1812;3828
776;2022;160;15;;65;155;42;1848;105;2218;2891;4526
777;2022;154;40;;48;176;43;2093;106;1711;2931;4410
778;2022;162;39;;58;157;41;2098;125;2083;2707;4391
779;2022;160;18;;57;166;64;1868;52;1777;1761;4777
780;2022;163;10;;58;176;80;2015;99;2284;1298;4701
781;2022;142;15;;43;175;71;1775;134;2291;2326;3812
782;2022;164;45;;64;154;43;1890;51;1362;2145;4500
783;2022;154;45;;60;168;69;1665;137;1573;1518;4169
784;2022;142;21;;60;163;78;2056;58;1446;3190;4629
785;2022;156;12;;60;165;49;1651;96;1438;1436;4226
786;2022;136;11;;51;180;80;2006;124;1769;2029;4463
787;2022;141;43;;60;173;50;2079;71;1988;2102;4475
788;2022;153;35;;62;166;62;1794;67;2036;2127;3839
789;2022;149;42;;41;132;75;1733;55;1840;2942;4189
790;2022;141;27;;41;157;70;1899;147;1529;2238;4747
791;2022;142;45;;58;144;64;1882;102;1690;2772;3849
792;2022;167;55;;42;151;54;1673;57;1995;2685;3922
793;2022;143;16;;64;179;63;1841;86;1607;2174;3868
794;2022;142;29;;42;158;83;1683;82;1551;1637;3809
795;2022;142;37;;57;164;56;1828;75;1329;1497;3819
796;2022;155;11;;53;150;59;1724;149;1737;3170;3943
797;2022;158;13;;63;145;59;1917;138;2297;2727;4240
798;2022;153;40;;46;147;82;2002;137;2141;2137;4504
799;2022;148;33;;68;177;81;1846;128;2158;1949;4059
800;2022;136;36;;53;144;84;1729;113;1231;1496;3855
801;2022;148;10;;54;165;44;1769;55;2239;3135;3926
802;2022;165;25;;43;178;69;1843;56;1403;2776;4660
803;2022;138;16;;64;163;69;2048;109;2068;1713;4310
804;2022;146;11;;59;139;75;1987;99;2284;1974;4763
805;2022;157;24;;67;134;57;1933;147;2288;3138;3705
806;2022;157;17;;70;134;67;1947;104;1818;1761;3854
807;2022;150;51;;50;134;59;1774;107;1553;2021;3774
808;2022;143;36;;49;170;85;2084;130;2042;1308;4215
809;2022;155;54;;53;138;78;2032;129;2199;3157;4703
810;2022;162;25;;67;156;59;1903;121;1516;2761;4269
811;2022;141;15;;64;167;56;1852;78;2000;2642;3622
812;2022;145;31;;66;162;62;1832;125;2196;1675;4273
813;2022;154;26;;42;159;48;1669;89;2263;3070;3948
814;2022;157;10;;65;164;65;1947;149;1645;1641;3824
815;2022;163;38;;69;158;64;1824;109;1915;2020;4737
816;2022;161;29;;65;133;80;1745;64;1347;2916;4350
817;2022;159;12;;66;146;64;1841;54;1424;1758;4739
818;2022;138;26;;70;178;60;1922;135;1561;2555;4268
819;2022;145;25;;65;149;68;2028;68;1588;1477;3917
820;2022;168;49;;69;177;81;1869;55;1428;2577;3747
821;2022;166;16;;66;160;59;1754;91;1323;1867;3802
822;2022;165;46;;52;144;82;1845;75;1319;1861;4275
823;2022;135;48;;60;157;61;1698;73;1209;3172;3678
824;2022;163;45;;61;130;73;1735;90;1523;3041;4749
825;2022;142;16;;68;155;61;1828;114;1647;2003;3629
826;2022;166;39;;47;147;52;2033;60;2219;2455;4166
827;2022;159;33;;64;175;42;1875;117;1316;2673;4739
828;2022;158;34;;40;153;43;1944;113;1604;1674;4548
829;2022;147;27;;49;160;45;1947;67;1428;1232;3717
830;2022;142;18;;42;171;71;2074;127;1550;2947;4565
831;2022;136;30;;41;136;50;1849;66;2068;1466;4143
832;2022;165;25;;57;145;80;2084;149;1320;2721;4375
833;2022;164;38;;44;158;62;2083;64;1671;2552;4191
834;2022;149;11;;59;150;81;1677;145;1485;1759;3648
835;2022;141;22;;42;141;84;1852;113;2049;2086;4445
836;2022;163;54;;44;176;50;2081;134;2226;2531;4278
837;2022;140;50;;45;157;55;2003;67;1779;2708;4786
838;2022;167;19;;62;177;58;1741;122;1536;1251;3619
839;2022;159;14;;49;130;41;1751;126;1690;2536;3861
840;2022;139;51;;48;168;79;2082;92;1636;2584;4593
841;2022;167;46;;48;168;48;1767;75;1210;1945;3987
842;2022;149;52;;45;170;72;2081;127;2136;2467;4478
843;2022;153;27;;47;134;84;1950;118;1432;1469;4268
844;2022;152;35;;47;169;71;2077;67;1595;2178;4474
845;2022;147;40;;55;152;52;1751;126;1598;1841;4786
846;2022;153;33;;57;178;73;1775;113;1455;2348;4788
847;2022;153;52;;65;170;70;2099;130;1567;3107;4221
848;2022;135;37;;64;152;43;1663;57;1355;3128;3986
849;2022;139;40;;45;152;77;1764;100;1374;2518;3976
850;2022;159;36;;50;180;72;2007;60;1936;1889;4263
851;2022;154;43;;58;173;72;2053;100;1408;1237;4084
852;2022;145;41;;51;174;40;1916;71;1685;2884;3866
853;2022;152;54;;55;174;80;1955;126;1203;3126;4318
854;2022;138;31;;41;165;58;1944;79;1364;2927;4458
855;2022;149;48;;45;178;65;2031;66;1220;2207;4734
856;2022;164;40;;51;172;81;1866;137;2015;2867;3993
857;2022;156;37;;40;174;69;1763;101;2277;1541;4652
858;2022;152;48;;48;166;66;1807;109;1750;1536;3886
859;2022;140;18;;51;139;47;1860;92;1437;2917;4637
860;2022;141;53;;52;156;45;1832;77;1446;2570;4231
861;2022;146;34;;65;142;48;2084;140;1353;2199;4329
862;2022;165;46;;62;162;67;1956;85;1532;1737;4745
863;2022;161;35;;61;151;80;1939;144;2085;2433;3829
864;2022;157;36;;70;164;58;1994;121;1799;2551;3751
865;2022;138;34;;59;163;51;2090;132;1697;1327;4558
866;2022;157;23;;43;139;47;2011;123;1501;3194;3668
867;2022;152;41;;56;169;63;1937;113;1237;1274;4753
868;2022;156;43;;64;175;76;1822;73;2138;2341;4289
869;2022;137;37;;48;153;58;1739;69;2113;1297;4458
870;2022;142;34;;46;141;74;1927;106;2158;2660;4160
871;2022;145;39;;52;163;74;1770;69;1617;1991;4340
872;2022;164;22;;65;159;75;1763;94;1927;2459;3636
873;2022;149;30;;63;151;68;1796;86;1544;1735;4662
874;2022;165;39;;63;132;58;2094;121;1562;1608;4506
875;2022;166;13;;52;146;83;1922;122;2231;2285;4668
876;2022;139;13;;47;153;61;1955;144;1510;2472;3834
877;2022;161;33;;44;162;80;1678;113;1247;1255;4199
878;2022;142;18;;40;159;44;2050;150;2263;2044;3945
879;2022;157;52;;46;137;80;1664;86;1211;1862;4247
880;2022;152;45;;54;157;68;1752;127;1283;2351;3768
881;2022;139;17;;58;163;76;1685;90;1926;2820;3863
882;2022;145;45;;55;149;70;1782;114;1310;2771;4351
883;2022;143;47;;45;173;79;1722;50;1626;2335;3754
884;2022;164;24;;57;152;75;1977;68;1346;1469;4563
885;2022;142;33;;67;148;54;2079;100;1498;2376;4134
886;2022;135;49;;43;168;85;1962;108;1268;2638;3936
887;2022;136;50;;43;170;70;1736;103;1770;3025;4345
888;2022;165;47;;61;164;71;1787;119;1854;1553;4109
889;2022;155;55;;65;180;49;1742;70;1641;2110;3757
890;2022;156;20;;50;150;48;1795;124;2006;2286;3762
891;2022;157;27;;40;174;68;2096;101;1647;1453;4536
892;2022;142;27;;50;162;67;1912;99;1595;2818;3907
893;2022;149;23;;54;146;83;2087;77;1629;2201;4078
894;2022;154;21;;64;158;56;1926;72;1960;1611;4067
895;2022;156;50;;60;165;80;2084;136;2153;2326;4580
896;2022;150;21;;55;144;85;1967;62;2102;1345;3633
897;2022;164;16;;49;138;55;1817;86;2053;2852;4296
898;2022;167;20;;59;166;57;2015;88;1424;2103;3736
899;2022;154;49;;59;149;84;2047;73;1396;3020;4788
900;2022;139;23;;70;149;57;1676;84;2170;2799;4036
901;2022;161;25;;61;137;50;2057;96;1335;2303;4515
902;2022;160;22;;61;156;61;1995;134;1634;2097;3852
903;2022;154;39;;55;143;70;1707;109;1519;2366;3718
904;2022;139;13;;63;174;72;2020;93;1712;1256;4423
905;2022;168;45;;44;131;70;1881;149;1878;1581;4376
906;2022;137;41;;61;176;80;2028;132;1511;3055;4083
907;2022;149;26;;49;136;42;1858;126;1632;2754;4786
908;2022;138;18;;52;154;65;1789;133;2014;2185;4218
909;2022;135;43;;66;168;41;1801;120;1888;2623;3956
910;2022;160;19;;57;178;74;1824;85;1594;2421;4239
911;2022;144;31;;65;140;71;1862;72;2086;2200;4119
912;2022;161;28;;57;171;76;1789;58;1562;2198;4169
913;2022;159;33;;45;178;83;1758;106;1705;1396;4125
914;2022;145;10;;52;141;53;1657;132;1350;2449;4744
915;2022;158;13;;67;143;57;1767;68;2158;1793;4738
916;2022;146;49;;61;175;53;1744;138;1637;1531;4506
917;2022;164;44;;61;159;84;2041;58;2149;2910;3707
918;2022;137;27;;70;146;43;1898;130;1748;2983;4298
919;2022;166;34;;66;148;73;1848;94;1593;1814;4699
920;2022;143;36;;51;180;75;1960;140;1230;1332;4096
921;2022;163;19;;70;171;49;1788;113;1676;2293;3826
922;2022;154;48;;64;136;84;2067;71;1631;1912;4358
923;2022;162;36;;52;141;83;1873;56;1231;2664;3922
924;2022;163;21;;58;133;70;1773;146;2203;1419;4669
925;2022;136;22;;40;171;70;1934;64;1280;2764;4407
926;2022;164;55;;62;153;60;1797;94;1292;2812;3984
927;2022;161;20;;47;156;64;2076;144;1681;1428;4363
928;2022;143;43;;46;141;61;1877;113;1781;3033;3841
